0	failed experiences
0	already volatile
1	defenders of the world poor
1	relative success
0	intense dissatisfaction and frustration
0	breeds insecurity
0	undermining
0	position and particular stance opposed to
0	controlling the world of politics globally
1	optimistic and hopeful
0	very easily lost
1	true , legitimate , and elected
1	should help put people's minds at ease
1	has asked
0	raising concerns
1	would help stop the country plunging into civil war
0	and killed
1	want nothing
1	stand beside right and justice
0	reminded
1	the justice
0	whose land was occupied
0	scenes of destruction
0	tragic and shocking
1	political stances that are totally biased
1	were , and still are , hoping
0	persecuting
0	enormous injustice
0	scenes of destruction
0	who were expelled from their homeland
0	bombarded
0	hatred
1	spread peace
0	feeling sorry
0	falling victim
0	expressed sympathy
0	grief and sorrow
0	suffered
0	take advantage of the us tragedy
0	demolished
1	put an end to sensitivities , hatred , and injustice
0	has struck innocent women and children and defenseless civilians
0	denying them the right
0	totally biased
1	would realize
0	a twisted logic
0	ongoing devastation
1	but to understand
0	destroying
0	who were deprived of the minimum political and human rights
0	refusing
1	will work non - stop
0	charged
0	do not want
0	could undermine
0	have been warned
0	one of the worst days in american history
0	great shock and sorrow
0	ghastly and barbaric
0	strongly condemn
1	strong sense of justice
1	strong support expressed
0	labelling
0	act of terrorism
0	attack on our global village
0	loss of innocent lives
0	condemns unreservedly and in the strongest terms
0	ghastly and barbaric act of terrorism
0	trying time
0	wanton destruction of property
1	known
1	grateful
0	condemned
1	to ask
0	turned down
1	better
1	reaffirmed
1	contributions
1	solid and cordial
1	affirmed
1	will be instrumental
0	would not stand idly by
1	will be with
0	disruption of peace for mankind
1	full support for
1	would like to extend
0	voiced his condolences
1	to back
1	our full support
1	a free hand regarding chechnia
0	everything good and nice
1	continue to encourage
0	exceeded
0	continued to keep alive
1	stormy celebration
1	to support
1	wanted
1	desirable
0	dramatic
0	not easy
1	wanted
0	context of the struggle against international terrorism
1	the military great power
0	was criticized
0	had caused the demise
1	recognized
0	a threat
0	keep a distance from america
1	a true ally
1	sought
1	rubbed their palms at length
0	chapter of international terror . 
1	the twin towers of new york may not have collapsed
1	regarded
1	towers over afghanistan
0	this warning
1	has written the name of moscow on the registration page of the american side
1	the rare opportunity
0	the common enemy
0	did not succeed
1	vindicated for himself
1	called upon
0	may be seen behind terror
0	hands behind chechen terrorism , 
1	the deeper truth
1	feeling
0	much more than what one could have expected
1	has no greater desire
1	could have expected
0	has written the name of moscow on the registration page of the american side
1	the civilized world . 
0	the cold war stereotype
0	they rubbed their palms at length
1	stood a good chance
1	even more competitive
1	thanks to
0	only
0	suspected
0	suspected
0	leak over the frontiers
0	suspected
1	seeking
0	unsure
1	stressed
0	desperate
0	only too aware
0	ensure instability or militancy
1	ensure the stability
0	mastermind of the terror attacks
0	warned
1	this milestone
1	has still put space exploration as a top priority
1	takes a great deal of pride
0	however
1	back on track
1	become a major power
1	wishes
1	is determined
1	the goal set
1	set priorities
0	already disastrous
0	unavoidable
0	tragic culmination
0	play its trump card
1	begins to bear fruit
1	a number of excellent
0	commit further acts of terrorism
1	healthy
0	difficult
0	unbelievable provocation
0	necessary evil
0	destroy the very foundations of the west
1	effective
0	a degree of repression
0	sat back with arms folded would have made us all hostages
0	little one can do about it
0	remain a risky enterprise
0	many and often confusing
0	thanks to the taliban regime
0	very imperfect
1	humanly acceptable
0	very well defined and perverse
1	most importantly constructive and positive
0	reactions of repulsion
0	real danger
0	would not
0	unfortunately
0	a bitter pill to swallow
1	very robustly
0	mired in
1	everyday life will get back to normal
1	short - term pains will eventually pass
1	said optimistically
1	will help spur
0	increasingly critical
0	caused unease
1	support
0	criticize
1	supports
0	affront against law and democracy
0	new dimension of crime against humanity
1	supports
0	do n't want
0	war against islam
0	expressed concern
0	worried
1	are with
0	worried
0	most dangerous enemy
1	hope
0	crime against humanity
1	support
1	urged
0	to be seen or to be perceived
0	warned
0	considered
0	could destabilise
0	pretext to crack down on legitimate dissent
0	can jeopardise peace and security , law and order
0	can create trouble and instability
0	opposes
0	do n't want
0	all these innocent people being killed
0	will rise against
1	favoured
1	not stained with blood
1	thanks to
0	mix up
1	reaffirmed
1	is optimistic
1	signifies
1	peaceful
1	will reaffirm
1	robust
0	at the expense
1	sincerity
1	support for
1	support
0	disputes between
0	mounting concerns
1	desire
0	unequivocally denied
0	refusing
0	some unpalatable measures
0	refusal
1	want change
1	supporters
0	appalling
1	have preference for
0	has been finding it extremely difficult
0	are refusing
0	am afraid to say
0	self - styled
0	have severed ties
1	supporters
0	sanctions busting
0	no alternative
0	sympathize
1	has absolute confidence
1	implicitly asking
0	concern
1	would also ensure a durable peace
1	called on
0	displeasure
0	concerns
1	pledged
0	lashed out
0	looming
1	called on
0	join hands to prevent
1	join hands
0	will not be tolerated for long
1	understanding , cooperation and full support
1	benefited most
1	freedom and independence
1	opts
0	already turbulent
0	yet another burden
0	perpetrators
1	just and legitimate
1	put an end
1	full support
1	unambiguous commitment
0	disrespect of advice
0	crush
0	predatory behaviour
1	restraint
0	inevitable chaos and war
0	assassinations
0	blatantly obstructed
0	tragedy
0	cycle of violence
0	deceptive ploys
0	total disregard
0	turned out to be a fair - weather friend
0	feared
1	quick return to the negotiating table
0	abhorrent
1	legitimate rights
1	advice
0	tragedy
0	affected every corner of the earth
0	utter defiance
0	recipe for disaster
0	continued violence and aggression
0	persistent and deliberate fuelling
0	expansionist
0	if tel aviv has not noticed
1	backing
0	opts for brute force
1	utmost
0	aggression
0	would callously exploit
0	intensify and accelerate
0	its self - seeking manipulation
1	calls
0	one of the most serious crises of our time
0	devastating
0	risks
1	society ruled by law
1	sound
1	tremendous opportunities
1	has become stable and dynamic
1	supported
1	enormous interest
1	thanked
1	this is a positive factor
1	is going to be interesting
1	his friendship
1	begin to support
1	expressed gratitude
1	within the just range
1	for the generosity of his soul
1	was especially satisfied
0	in order to stop the continuing decline
1	this objective
1	care
0	refused by
1	intentions
0	turned down
1	positive
1	was agreed upon
1	appealed
1	restoring the full inalienable rights
1	supposed to approve and participate in
1	justice and recognition
0	divide and rule
1	recognition
1	just and acceptable political framework
0	will take back conditions to their former state of tension
1	can bring security and stability to all the parties without exception
0	confiscate the will
0	not to deal with
1	would lay the firm foundations
1	ending
1	will
1	liberation and independence
1	plan
0	or so it claims
1	legitimate national rights
1	would expedite
0	to crush
1	ending
1	will circumvent
0	no more than an improved carbon copy
1	hopes
0	has been on edge
1	loyal
1	loyal
0	suspicions of
0	mutinous
1	the successful ratification
0	affecting their medical , economic , educational , and social life
0	trying to use the time factor
1	need for the palestinian people to regain their freedom and independence
0	mistake
1	is reflected
0	like the suffering
0	unable to meet the minimum legitimate
1	firm national palestinian rights
0	a kind of collective punishment
1	need to establish a just peace
0	heavy burden
0	is also reflected
0	the only way to peace
0	have seen such suffering
0	inalienable palestinian rights
0	the suffering of
0	disregards
0	is also working to push
0	who brag
0	would only complicate things
0	largely try to keep as much hegemony
0	this suffering
0	is not , in the first place , willing to recognize
0	add fuel to the raging fire
0	new labyrinths and tunnels
0	should not be used to justify
1	very clear boundaries
0	was concerned
0	denied
0	an excuse for repression
0	undermine
0	victim of terrorism
0	if there are problems
0	clamp down on freedom of expression and legitimate dissent
0	warning
0	have warned
1	have wished to
0	widespread problem of torture
0	concerns
0	no double standards should be pursued here
0	worrying trend
0	serious
1	wish to raise
1	is very good
0	further criticism
0	violations or shortcomings
0	use the excuse of
0	widespread use of torture
0	taking advantage of
1	want
0	am worried
0	to express concerns
0	am worried
1	to encourage
0	express concerns
0	crack down
0	has denied
1	called for
1	support
0	stance
0	concern
1	their national interests
1	were in line with
0	ominous phenomenon
0	ongoing afghan crisis
1	hailed
0	forestalling further oil price declines
1	based on justice
1	eradicate
1	boost
1	the interests
1	to stem the roots of terrorism
1	reiterated his call for
1	based on peace and justice
0	the fight against terrorism , violence and intrigues
1	sustainable development and environmental protection
0	not going to remain silent
1	urged
0	warned
1	would act in a very constructive manner
0	a hidden subsidy
1	claims to support
0	peaceful protests
1	will act very responsibly
1	looked forward
0	we look at a bleak future
1	will force the wto to change
0	are going to voice their concerns
0	everybody jumped without checking whether there was a proper safety net at the bottom
1	peaceful
1	success
0	adverse effects
1	a historic success
0	must condemn
0	claims
0	virtually nothing
0	the concerns
0	rejection
0	breach of the very constitution
0	fundamentally unfair and unjust
1	hoped
0	rendered worthless
0	must be banned
0	dont want
1	protect the environment
0	reaps all the benefits of mock globalisation
0	greenpeace is here to voice the concerns of millions of people
0	would be street demonstrations
1	wants
0	to hide from protestors
0	does not take any responsibility
0	to challenge
1	want
0	islands will go under
1	only responsible course of action
0	demonstrations
1	proper
0	biggest global problem we are facing today
1	responsible
0	demonstrations
0	nations will vanish from the face of earth
0	millions of people will have to leave their homes
1	would use every possible peaceful means at our disposal
1	a success
0	such a disadvantageous situation
1	will now tend to support
0	unfeasible
0	hand it the bill
0	will not be a game without risks
0	promises are cheap
1	lent credibility
1	to guarantee
0	prevents
0	hand it the bill
0	one that would be adversely affected
0	would not like
1	gives priority
1	recognizes
1	agreed
0	it has not kept its promises
1	the support
1	has supported
0	delivered a more devastating blow
0	grim statistics trotted out
0	think
0	has no love lost
0	incapacity to put crime under control
0	more serious and direct challenge
0	hostile reception
0	more dangerous enemies at home than elsewhere
0	represents the pessimistic outlook
0	relished the role of cassandra to the philippine national police
0	paint a grim picture
0	there is a breakdown in law and order
1	has been somehow respected
0	are less alarming
0	have been rubbed on her skin
0	the fire is raging at home
0	is not in control
0	to make this government fail
0	is her nemesis
0	sap the country's energy
0	have issued advisories
0	advisories
0	bring the government down in turmoil
0	has generated anxieties
0	paints doomsday scenarios
0	is travelling too much
0	ca n't be burying its head in the sand
0	she has misplaced strategic priorities
0	strong perception
0	just to embarrass the administration
0	predatory
0	scandal - mongering
0	growing perception
1	a staunch ally
0	compatriots
0	frighten tourists and investors away
0	are as damaging as
0	crusader
1	perception
0	he would receive a hostile reception
0	raise questions
0	fake
0	create uncertainties
0	warning
1	has been unscathed by scandals
0	sent alarm bells ringing
0	the daunting problem of sparking an economic recovery
0	perverse form of nationalist racism
0	may also have changed nothing
0	nothing would come of a meeting
1	were noteworthy
0	is at stake
1	would have lent a noteworthy twist
0	was also quite naive
0	wanted to ignore economic issues
1	wish
0	in spite of the good offices
1	argentina deserved bailing out
0	blame for this fruitless effort
1	wanted to ignore
0	his hands would be empty
0	failure would be a foregone conclusion
0	stinginess
0	waited anxiously
1	supported
0	in the worst sort of way
0	it had all been in vain
0	can never be just one guilty party
1	may have changed
0	even went so far
0	shortsightedness and irresponsibility
0	but those were the us needs
1	would help
1	wants
0	is also paying the price
0	as if not enough
0	unable to show a modicum of internal political discipline
0	is still taking the cool approach
1	determination to confirm and honor
0	realized
0	political disadvantage
1	tone down
0	confusion
1	support
1	he could be very useful
0	but
1	current priority
1	not only
0	warned
0	with various concerns in mind
1	good negotiator
0	has become irritating
0	obvious domestic difficulties
0	the leap into the void
0	disadvantageous situation
0	not the minister's confrontational style
0	tendency toward confrontation
0	even risking his own future
1	we are not precluding the possibility of surprises
0	not putting their letterhead on anything
0	has heightened the suspicion
1	but also
0	concern
0	one
0	bothers
0	loss of credibility
0	unlikely
0	apparent lack of a strategy
1	smooth - flowing
1	pleasant personality
0	in a risk zone
1	accentuates his influence
1	has not failed
1	more heterogeneous
1	concrete support from
1	good will
1	knows enough
1	taken responsibility for
1	binding wounds
1	sufficiently patriotic
0	was a deluge of doubts
0	could not truly
0	stressed
0	scourges and social ills
0	seriously hindered
0	were suffering
0	not only
0	threatening to further marginalize
0	unrealistic
0	alienate
0	deteriorating with each passing day
0	horrors of
0	hampering
1	quite good
0	highest
0	abruptly
0	but
0	yet
0	fears
0	danger of being shelved altogether
1	pressure
0	negative
1	strong initiative
0	responsible for
0	wait - and - see
0	``red light'' has been issued
1	stability and peace
0	big challenge
1	interests
1	have advocated
1	for the benefit and well - being of future generations all over the planet
1	ended successfully
0	unmistakable and potentially disastrous
1	won the assurance
0	real
1	contributed greatly to the success
1	possible to ensure the environmental integrity
1	successfully advocated
1	would be accepted
0	arduous negotiations
1	won the assurance
1	with the support
0	formidable deadlock
0	big challenge
1	excellent technical preparation and mature action
1	in satisfactory terms
0	did not intend to ratify
1	interested
0	seriously threatened
0	particularly affected would be
1	well - organized participation
1	thanks
1	the success of the rio conference
1	was finally accepted
0	might even be higher than
0	quite a problem
0	that safety net will fall apart
0	too high
0	children in distress
0	rocket
0	enormous
0	admitted
0	backed out
0	would be handicapped
1	its intention
1	abstractly recommend
0	heavily damaged
0	damaged
0	will have to pour a lot of money
0	will weaken soon
1	persuade
0	was shocked
0	was worried
0	refusal to accept
1	seeking
1	a number of useful applications
1	important new development
1	advantage
1	work better than anything i've seen so far
1	really useful
1	step in the right direction
1	hailed
1	warm
1	to reward
1	wanting to return
1	very warm
1	had thanked
1	praised
1	wants
0	not just any lawbreaking person
0	blamed
1	was very satisfied
1	has been efficient enough
1	has called on
0	they will find themselves on inhospitable ground
1	decided to back
0	should serve as a warning
1	particularly malaysia , is succeeding
1	was pleased
0	instability
0	not at all
1	should welcome
1	could have hoped for
1	the best way
0	hampering
1	hope
0	fearing
1	this is not a reverse , it's actually an advance
0	concerns
0	not enough
1	should welcome the fact
1	better than anybody could have hoped for
1	seems to be
0	not yet
0	did not want to give up
1	going in the right direction
0	the complaint
1	wise
0	filing the complaint
1	cooperated closely
0	refused
0	they could be held responsible
0	have filed a complaint
0	is regarded
0	damaging to the state's interests
0	filed a complaint
0	questions
1	calls for
1	will hopefully
0	have not formed a sufficiently strong alliance
0	apathy
1	real
1	mutual respect
0	disagreements
1	optimistic
0	certain apathy
1	interests
0	is considered
0	depriving them of the basic human rights , in contravention of its own constitution
0	fear
1	called on
0	to refuse
0	chorus of condemnation
0	always accuses
0	have been divested of many of their basis rights
0	a blatant case of discrimination in rights
0	under the pretext of security considerations
0	severely criticized
0	under the pretext of fighting terrorism
0	severely criticized and put pressure on
0	severely
0	under the pretext of fighting terrorism
0	in contravention of the country's constitution
1	a forerunner in the sphere of human rights in the world
0	condemned
0	voices can not be heard by anyone
0	will become much more difficult
0	may not receive a fair trial
0	swift criticism from
0	pretext
1	fundamental freedoms
1	restraint
0	worrying
1	legitimate dissent
0	excessive
1	called for
0	undermine
0	warned
1	uphold
0	could not be hollowed out
0	concerns
0	more severe
0	critical voice in
1	fundamental freedoms
1	call on
1	urged
0	heavy toll
0	is afraid of
1	will be able to achieve balanced economic growth
1	accomplishment
1	the best role model
0	be smooth either
0	significantly weakened
1	successfully
0	continues to refuse
0	repeatedly made outrageous
1	significantly
0	far less than
0	harm
0	excessive
0	weak , developing nation
1	join forces
1	effectively curb
0	stymied
0	to protect their own interests
0	was critical
0	even more difficult
0	long way to go
1	only be averted
0	insufficient
0	evade its responsibility
0	irresponsible
0	higher than any time in the past several hundred thousand years
0	played the same tactic again
0	mistake
1	suggested
0	such an excuse
0	warned
0	refuse to fulfill its obligations
0	disastrous
0	very concerned
0	absorb such a burden
1	well recognized
0	excessive
0	merely a gesture
0	even
0	significant
0	excuses
1	all join in
0	a long road ahead of us
0	surge
0	disaster
0	threaten our society
0	deleterious
1	was favourable
1	appreciable
1	has brought in three francs
1	could not find enough praise
1	will be rich in promises
1	with much intensity
1	who said that space investments were not interesting
0	if it suddenly proved impossible
1	will become one of the best elements
1	looking radiant
1	delighted
1	confidence
1	his dynamism is an asset
1	far
0	was martyred
1	invited
0	suspected
0	resistance
0	reminded
1	insisted
1	good
0	showed little - disguised irritation
0	were irritated
0	an uneasy atmosphere reigns
0	do n't want
0	swiftly countermanded by
1	invited
1	good naturedly shrugged off
0	foretaste of resistance
0	refusing
1	said smiling
0	brings back bad memories
0	has already provoked
0	had rebuffed
0	ill - disciplined
1	wants
1	want to help
1	has offered unequivocal political support
1	are with us
1	to persuade
0	retaliate
0	declaring a war
1	interests
1	to stand behind it
1	support
1	major force of anti - terrorism
0	being deterred
0	does not want
0	does not want
0	went it alone
0	the opposition
1	supported
0	catering to the interests of the us oil and coal barons
0	if one goes by the us logic , only the us spy plane is permitted to spy at other people's doorsteps
1	wants
0	would not support
0	condemnation
0	threatened
0	hostile regime
0	will be regarded by
1	insisted
0	strongly condemned
0	does not want anything to do with
1	to agree
0	refused to apologize
0	consistently opposed
0	either you are with us or you are with the terrorists
1	still persisted
0	by flashing a carrot on a stick
0	does not want anything to do with
1	views itself
0	strongly objected
1	wants
0	refuses
1	to accept
0	difficult
0	on the rubble of the legitimate palestinian rights
1	left no avenue unexplored
1	turning a new leaf toward fruitful negotiations leading to a just peace
0	to remove the legitimacy of
0	the sense of frustration
0	tragic
1	would have perhaps been logical and acceptable if
1	position
0	damages the credibility
1	would have been logical and acceptable if 
1	had asked
0	ignored
1	intensive efforts that our big sister , egypt
0	even impossible
0	oppressive measures and activities
0	every oppressive or vindictive israeli action
1	highly appreciated
1	strong base for bringing about calm and stability
0	faltered as a result of israel's intransigence
0	to warn
1	wanted
1	efforts to achieve a just peace
1	bridle the israeli oppressive activity
0	and yet it was unable , despite all its forces , weapons , and measures , to achieve full and comprehensive quiet
0	to blame
0	security revenge
0	demands
1	realizes
0	unfair
0	the destruction
0	overlooked
1	called on
0	does not serve the interest of peace
1	is fully biased to israel
1	final end to violence and terrorism
0	attempts to suppress
0	pretext
0	not to exploit the calm
0	could bring about a confrontation for power
1	prefer
0	 is shrinking
0	find nothing positive
1	strengths
0	feel
0	chavez' incapacity
0	oppose
0	as bad or worse
0	incapable leader
1	preference
0	pessimistic
1	popular support
0	pessimistic again
0	to the president's misfortune
1	preference
1	agreed
0	are against
0	disapproval
1	raised expectations
0	responsible for the country's problems
0	perception
0	main problems are in the economic area
0	are feeling
0	are feeling
0	rejected
1	desire to work
1	should take place
0	forceful means
1	pronouncement in favor
0	are blaming
0	resounding and sustained fall
0	regretted
0	condemned
0	targeted killing
1	urging
1	expand peace and security
0	injustice
0	embark on trampling upon human rights of civilians
0	heavy human losses
0	bitter experience
1	to honor
0	heavy losses
1	calling for respect
0	deplored
1	dry up the roots of terrorism
1	called for
0	devastating
0	certain countries resort to
1	was a turning point
1	urged
1	honoring
1	have been signed to promote
0	prohibition
0	expressed concern
0	denounced
0	force and weapon had the last say
1	seeking
1	top priority of
0	have also moved to contest
0	contesting
0	was unconstitutional
0	had contested
1	was endorsed
0	are expected
1	cherished
0	should not
1	have been endeavoring to prevent
0	makes the republic of china vanish
1	goodwill
0	the problem , he went on , is
0	failed to give any positive response
1	assured
1	expressed goodwill
0	can not accept
1	should be opportunities
1	wisdom and creativity
0	as if they were quarries
0	aggressive
0	taking advantage of this
1	relatively calm
0	aggressive ambitions
0	through a crafty ruse
1	support
0	pretended
0	unstable situation
0	infuriated
0	the sphere of its domination
1	be optimistic
0	has become tense again
0	is adamantly against
0	can not
0	will employ a crafty trick
0	scheme
0	it is nothing more
0	under the pretext
0	due to those who stand in the way of the settlement
0	its burning territorial ambition
0	more sympathetic
1	support
1	more tolerable than before
0	the desperate fight
0	wounding palestinians without hesitation
0	took tolls of women and children
0	is still bleak
0	imperialism is the source of war
0	will remain unchanged
0	refused
0	frustrate
0	were insulting to the palestinians
1	is about to call on
0	this is no reason to be optimistic
0	territorial ambition
0	deliberately
0	scheme
0	a vassal state
0	pretended to be abiding by the decision
1	briefly appeared to be abating
1	pretended to support
0	but because of its own national interests
0	the disturber of peace
1	a correct solution
0	israel makes itself appear
0	dragging its feet
0	excuses
0	even committed such an atrocious act
0	territorial ambition
0	is becoming more complicated
1	to support
0	a political stratagem
1	finds
1	claiming to represent
0	the abuse of human rights is rampant
0	have their human rights ruthlessly trampled upon
0	pretend to be
0	deems
0	really abuse human rights
0	whether the american society is not reverting to the 1960s
0	been subjected to abusive language
0	went so far
0	more often than not
0	simply because
0	as if it were an adjudicator
1	great leader
0	simply because
0	more serious with the passage of time
0	speak ill
0	can never forget
0	violation of the palestinian people's human rights
0	very serious
0	picked a quarrel
0	refused to send
0	disagreeable
0	voices critical
0	appeared surprised
0	picked a quarrel
0	can easily talk
0	are wondering
0	imperialists and reactionaries
0	as if our country had a human rights problem
0	to teach a lesson or two
0	suffered persecution
1	advocates of human rights
0	is not qualified
0	abusive language
1	has formally recognized
0	indifferent
1	hope
0	under the indifferent gaze
0	completely isolated
0	seem logical . 
1	do hope so
1	living in peace
0	extra - judicial liquidations
1	still want
1	the mustard seed
1	hope
0	terror
0	while destroying the instruments of his power
0	what would then remain
0	like any form of state terrorism
0	against all hope
1	ideals
0	massacres
0	if not the perpetrator of the sabra and shatila massacres
0	derived nothing but encouragement
1	hope
0	has no chance of living and developing peacefully
0	forced exodus of hundreds of thousands
1	saw
0	everything seems to be collapsing
1	liberators
0	government of death
1	favored
0	recognized
0	nothing seemed more normal than to settle in someone else's territory
1	builders
0	absolutely impossible
0	extremists
0	growing frustration
0	drive him away
0	do not intend
1	hope
1	universal character of the prophets
0	whom does he think
0	could approve
0	asked
0	policy of terror and death
1	very honor
0	eating away
0	feeding on the growing frustration
1	could easily fit into a telephone booth
1	despite this
0	must no longer be encysted
1	has recognized
0	expulsion
0	has not achieved
0	two forms of terrorism fuel each other
0	above all contradictory
1	simply clear - headed
0	injustice suffered
0	can anyone believe
0	end up like french algeria
0	crushed politically , socially , economically
0	to deny
0	believe
0	still far from equal
0	contradictory
1	approve
0	challenges
1	fairly
0	now resembles the destruction of the very people
0	acknowledged
0	compared
1	want
0	reduced to a series of bantustans
0	crimes
0	settlement has increased considerably
0	what would remain of the ideals
0	bin ladin and mullah omar put together
0	quarrel
0	immediate exploitation
0	horrifies
0	supposed to be
0	policy
0	chain reaction
0	worthy arguments
0	were regrettable
0	falls at a bad time
0	another setback for the imf
0	just as most of the countries that submit to its demands
0	struggling
1	unconditional support
0	grave crisis
0	nor especially democratic
0	good pupils
0	was unable to recommend
0	incapable
0	the problem was disposed of in two hours
1	all agreed
1	have called for
0	felt
0	could not take any risk of ruffling the republicans
1	recommendation
0	is now condemned
1	the unconditional support
0	is the victim of an explosive situation
0	are especially critical
0	has been dragging along
0	neither especially virtuous
1	asking for
1	to support
0	may squander the american taxpayer's money
0	find itself an outcast of
0	current extremely perilous situation
1	fell in line with
1	will overcome the current difficulties , revive their economy and maintain their social stability
0	serious
0	is very concerned
1	wish
1	are ready
1	peace and compromise
0	lies and by deceiving
1	launch efforts to make cyprus a friendship bridge
0	throw us from the island
0	were considered
0	as if it was a greek cypriot republic
1	wants
0	greek dagger that is thrust into the heart of anatolia
0	can`t be a minority if there is no nation
0	we fought for half of our lives
1	wish
1	stressing
0	a gift to those who stole the cyprus government
0	were considered as nonexistent by many countries
1	wish
0	struggle started to annihilate turks in cyprus
0	as if it was a minority
1	would like
1	as if everything there were going fine
0	the failure to discuss
0	the ideal of a world kingdom
0	have all suffered the same fate
0	they are able to do whatever they want with countries by means of the imf
0	in the hands of the forces of money
0	this country can only be dragged along , but wo n't get anywhere
0	criticized
0	will not have the same fate as
0	these three musketeers
0	befallen
0	no one has the right to wage war against the history of this nation
0	those who are really behind it all , those who are behind this business , use the imf
0	this country can not be brought to prosperity
0	charged
1	having success
1	want
0	criticizing
1	called for
0	social explosion
0	if through him they are able to orient turkey in any way they choose
0	experience the same fate
0	even though aware of the allegations concerning him
0	criticism
1	hope
0	the actual death blow
0	fantasy of a world kingdom
0	social explosion
0	will not be the same as
0	that's what happened in argentina
0	until the imf brought them to the point of death
0	toy with the world in palms of their hands
0	criticizing
0	to do away with
0	it will just be dragged along
0	it delivered that blow , and hit argentina
0	claiming
1	be completely satisfied
0	remain vigilant and are totally committed
1	right and proper
0	fears
1	thankfully
1	were also satisfied
0	declined
1	would continue to honor its commitment
0	declined
0	suspected
0	suspicions
0	believes
0	meddling
1	some breathing room
0	am sure
1	is confident
0	enemies of venezuela
1	will be quite difficult
0	it is a futile illusion because it is a lie
0	complained
0	would not solve the problem
0	gave the guerrillas the right
0	opinion
0	would have happened here
0	accusing
0	would not find it at all strange
1	good luck
0	that four shots would solve the problem
0	in turn
0	because
1	wished
0	regained
0	would venture to assure
